ID_code,target
test_0,0.06215466
test_1,0.16246778
test_2,0.18810028
test_3,0.16648003
test_4,0.0658861
test_5,0.008714374
test_6,0.009456117
test_7,0.20165476
test_8,0.010083189
test_9,0.026356556
test_10,0.1320819
test_11,0.20368256
test_12,0.22912276
test_13,0.013804169
test_14,0.0042320234
test_15,0.069700874
test_16,0.24189524
test_17,0.033793584
test_18,0.053721763
test_19,0.018801492
test_20,0.0859364
test_21,0.057362176
test_22,0.019818932
test_23,0.071676835
test_24,0.04816786
test_25,0.038269322
test_26,0.05849074
test_27,0.01233193
test_28,0.0884943
test_29,0.13741967
test_30,0.13611726
test_31,0.081482805
test_32,0.60618126
test_33,0.076833084
test_34,0.0056087975
test_35,0.032465618
test_36,0.007361608
test_37,0.02999118
test_38,0.023149574
test_39,0.014696314
test_40,0.044541813
test_41,0.017726133
test_42,0.06333463
test_43,0.023104655
test_44,0.014061041
test_45,0.060379636
test_46,0.034955468
test_47,0.074784234
test_48,0.02492544
test_49,0.077442296
test_50,0.07472787
test_51,0.18955569
test_52,0.013548631
test_53,0.011074259
test_54,0.08010587
test_55,0.23930295
test_56,0.06879108
test_57,0.015548814
test_58,0.1285718
test_59,0.043875065
test_60,0.040481083
test_61,0.04281508
test_62,0.21488795
test_63,0.048839487
test_64,0.017049775
test_65,0.05930371
test_66,0.018539019
test_67,0.024169743
test_68,0.00860695
test_69,0.010223713
test_70,0.09076402
test_71,0.14526355
test_72,0.24252062
test_73,0.19938368
test_74,0.011056633
test_75,0.018512504
test_76,0.010876196
test_77,0.03313187
test_78,0.004758293
test_79,0.02596483
test_80,0.19455364
test_81,0.033830937
test_82,0.17567189
test_83,0.045910902
test_84,0.37152013
test_85,0.042816292
test_86,0.100026555
test_87,0.24303158
test_88,0.10163545
test_89,0.02278822
test_90,0.23347369
test_91,0.022854121
test_92,0.018081574
test_93,0.17505857
test_94,0.016836748
test_95,0.112189904
test_96,0.019036438
test_97,0.034715753
test_98,0.06310885
test_99,0.0085154
test_100,0.008669212
test_101,0.010190248
test_102,0.012199942
test_103,0.027774718
test_104,0.017754817
test_105,0.06192793
test_106,0.023830893
test_107,0.015876561
test_108,0.09601062
test_109,0.06049339
test_110,0.18016122
test_111,0.14694124
test_112,0.019632855
test_113,0.034617193
test_114,0.022192802
test_115,0.058334995
test_116,0.025389893
test_117,0.051897816
test_118,0.035331625
test_119,0.004659064
test_120,0.026768273
test_121,0.5106679
test_122,0.003026206
test_123,0.040598307
test_124,0.039402436
test_125,0.06982168
test_126,0.11237949
test_127,0.030183932
test_128,0.071099915
test_129,0.03574133
test_130,0.026942495
test_131,0.500118
test_132,0.07313723
test_133,0.020016154
test_134,0.013940207
test_135,0.0072419145
test_136,0.09750223
test_137,0.06324488
test_138,0.632916
test_139,0.08877056
test_140,0.046295375
test_141,0.048022456
test_142,0.1943516
test_143,0.011468647
test_144,0.033081036
test_145,0.079874516
test_146,0.008660439
test_147,0.0061879554
test_148,0.14881621
test_149,0.008534157
test_150,0.015716996
test_151,0.06451603
test_152,0.02694252
test_153,0.10315688
test_154,0.17616518
test_155,0.028459458
test_156,0.060434595
test_157,0.008742552
test_158,0.0018703653
test_159,0.057616252
test_160,0.011377559
test_161,0.15940408
test_162,0.1696968
test_163,0.032121424
test_164,0.31644812
test_165,0.029571978
test_166,0.03501695
test_167,0.08356089
test_168,0.016584085
test_169,0.022533378
test_170,0.021234307
test_171,0.36147028
test_172,0.091782786
test_173,0.054837476
test_174,0.018605659
test_175,0.04204075
test_176,0.16208857
test_177,0.067467995
test_178,0.029220099
test_179,0.023381809
test_180,0.0014329583
test_181,0.13450296
test_182,0.13798296
test_183,0.017097862
test_184,0.09701776
test_185,0.011158475
test_186,0.018105464
test_187,0.09997477
test_188,0.0026538055
test_189,0.046151146
test_190,0.5364496
test_191,0.0055520725
test_192,0.25112823
test_193,0.042413455
test_194,0.008940772
test_195,0.027680414
test_196,0.060909607
test_197,0.023400242
test_198,0.0064222
test_199,0.102758974
test_200,0.026156016
test_201,0.16088302
test_202,0.014894052
test_203,0.064860314
test_204,0.020399397
test_205,0.04629503
test_206,0.13583481
test_207,0.004306605
test_208,0.030297581
test_209,0.030079672
test_210,0.009857054
test_211,0.08709386
test_212,0.041047495
test_213,0.023484671
test_214,0.038766317
test_215,0.6128214
test_216,0.048484467
test_217,0.64671206
test_218,0.11732726
test_219,0.08646706
test_220,0.07140878
test_221,0.009627945
test_222,0.09753797
test_223,0.056268748
test_224,0.0053903963
test_225,0.02610851
test_226,0.04876719
test_227,0.008322087
test_228,0.15173015
test_229,0.0108275255
test_230,0.3747564
test_231,0.105096854
test_232,0.023214187
test_233,0.074607864
test_234,0.042622387
test_235,0.034448124
test_236,0.05794734
test_237,0.0311922
test_238,0.006211424
test_239,0.22285704
test_240,0.056996554
test_241,0.17491609
test_242,0.015578681
test_243,0.0030478365
test_244,0.003038283
test_245,0.011695408
test_246,0.053755302
test_247,0.013004829
test_248,0.02859068
test_249,0.3574945
test_250,0.02046187
test_251,0.019190604
test_252,0.028495673
test_253,0.07038168
test_254,0.011038378
test_255,0.07474394
test_256,0.12782733
test_257,0.004412494
test_258,0.08732811
test_259,0.03306034
test_260,0.02599944
test_261,0.15126523
test_262,0.01759973
test_263,0.12408946
test_264,0.14825948
test_265,0.4061237
test_266,0.05124923
test_267,0.20722619
test_268,0.012475968
test_269,0.062292077
test_270,0.09547391
test_271,0.36520714
test_272,0.029000664
test_273,0.17287517
test_274,0.03194022
test_275,0.008496041
test_276,0.15128937
test_277,0.022957379
test_278,0.02940363
test_279,0.05656937
test_280,0.0033227212
test_281,0.015796825
test_282,0.08318418
test_283,0.012159283
test_284,0.5226938
test_285,0.11165767
test_286,0.008305521
test_287,0.13284947
test_288,0.28859138
test_289,0.07213978
test_290,0.16651376
test_291,0.053255443
test_292,0.10717301
test_293,0.013726082
test_294,0.026113277
test_295,0.013819751
test_296,0.0867276
test_297,0.1652616
test_298,0.005611032
test_299,0.044388954
test_300,0.09939937
test_301,0.026385045
test_302,0.13549286
test_303,0.021415979
test_304,0.07090425
test_305,0.19021836
test_306,0.079851344
test_307,0.08427606
test_308,0.028870238
test_309,0.0391787
test_310,0.09022178
test_311,0.0071053407
test_312,0.16402084
test_313,0.063978136
test_314,0.033891
test_315,0.086298384
test_316,0.04820598
test_317,0.38293537
test_318,0.019557107
test_319,0.016066058
test_320,0.010421718
test_321,0.025148895
test_322,0.20313758
test_323,0.14637707
test_324,0.014599513
test_325,0.08788645
test_326,0.010558353
test_327,0.010313863
test_328,0.019209547
test_329,0.12843637
test_330,0.0050193975
test_331,0.030077439
test_332,0.060252916
test_333,0.049068406
test_334,0.24487686
test_335,0.022096856
test_336,0.04592427
test_337,0.022862753
test_338,0.22784613
test_339,0.22041994
test_340,0.14702974
test_341,0.18596774
test_342,0.010969277
test_343,0.016227927
test_344,0.019345235
test_345,0.17093728
test_346,0.19454698
test_347,0.06309631
test_348,0.045276217
test_349,0.2504962
test_350,0.03312854
test_351,0.015338212
test_352,0.0040182755
